user9,27,27,प्राणिमात्र,प्राणिजात,सभी सजीव सृष्टि स्वतंत्रता और स्वाधीन,सर्व सजीव सृष्टी प्रदूषणामुळ,237.65,3.31,43,607,77,23,24,42,1
user9,29,29,ग्राहकगण,सक्तमजुरी,सामूहिक रूप से ग्राहक का वर्ग इस दुकानद,एखाद्या गुन्ह्याबद्दल गुन्हेगारास तुरु,228.73,4.12,66,962,31,29,33,65,0
user9,31,31,मोरध्वज,रास,द्वापर युग के एक राजा जिनकी भक्ति की परीक,खळ्यातील धान्याचा ढीग रास गोण,244.48,2.97,52,653,68,29,30,51,0
user9,33,33,परजा,प्रजा,किसी राजा के अधीन या उसके राज्य में रहने व,एखाद्या राजा वा शासनाच्या आधिपत्याखाली ,267.38,2.62,82,739,25,37,61,81,1
user9,35,35,दुश्मन,दुम्मान,वह जिससे शत्रुता या वैर हो दुश्मन और आग ,ज्याच्याशी वैर आहे असा मनुष्य,269.18,4.87,49,1313,86,26,28,48,1
user9,37,37,प्रियतम,प्रियकर,वह पुरुष जो प्रेम करे मीता अपने प्रियतम,प्रेम करणारी पुरुष व्यक्ती ति,262.62,4.68,55,849,24,25,35,54,1
user9,39,39,टांगना,टांगणे,नीचे से किसी ऊँचे आधार पर इस प्रकार टिकान,वस्तूची एक बाजू एका ठिकाणी अडकवून वस्तू ल,249.18,3.83,34,577,76,46,34,33,1
user9,41,41,अमाननीय,अमान्य,"जिसे ठीक, नियमित या विहित न होने के कारण न ",मानण्यास योग्य नसलेला मला ह्य,231.78,4.25,92,698,60,38,72,91,1
user9,43,43,जलपीपल,दीक्षा,पीपल की जाति का एक बहुत छोटा पेड़ जो अगतिम,उपनयन संस्काराच्या अंतर्गत एक विधी ज्या,285.21,2.94,104,876,61,47,68,104,0
user9,45,45,आवासी,रहवासी,किसी जगह पर रहने या बसने वाला जीव जंगल क,एखाद्या ठिकाणी राहणारा किंवा निवास करणा,239.84,2.7,98,817,94,37,73,97,1
user9,47,47,नाराच,नंदूरबार,एक प्रकार का बाण जो लोहे का बना होता है श,महाराष्ट्रतील एक जिल्हा नंदू,252.61,3.51,41,659,84,30,25,40,0
user9,49,49,जनप्रियता,लोकप्रियता,लोकप्रिय होने की अवस्था या भाव हिन्दी क,लोकप्रिय असण्याची अवस्था कॉम,239.88,3.08,42,608,99,23,24,41,1
user9,51,51,अशब्द,भूचर प्राणी,शब्दों का अभाव अशब्द की स्थिति में मूक ,जमिनीवर राहणारा प्राणी गाय ही,254.25,3.09,55,563,37,24,38,54,0
user9,53,53,कक्षा प्रबंध,काटा,कक्षा की व्यवस्था का काम कक्षा नायक कक्,माशाच्या शरीरातील हाड मासा खा,255.24,4.06,66,779,38,24,40,65,0
user9,55,55,सर्वभक्षी,सर्वभोजी,जो सबकुछ खाता हो  मानव एक सर्वभक्षी प्र,सर्व प्रकारचे अन्न ज्यास चालते असा,259.59,2.89,68,887,24,23,35,68,1
user9,57,57,गुल अजायब,प्रतिविन्ध्य,एक फूलदार पौधा  माली बाग में गुल अजायब ल,द्रौपदीच्या पाच मुलांपैकी एक,279.53,2.68,66,879,31,21,23,66,0
user9,59,59,मानसिक रोग,मायक्रोनेशिया,"तनाव, घबराहट आदि की स्थिति उनके मानसिक ",पश्चिमी प्रशांत महासागरात स्थित द्वीपसम,232.14,2.3,86,525,20,25,40,85,0
user9,61,61,विकलांगता,दारुड्या,विकलांग होने की अवस्था या भाव  परिश्रमि,दारु प्यायलेला माणूस तो दारुड,285.54,2.7,52,967,70,26,34,51,0
user9,63,63,नागरंग,नारंगी,नीबू की जाति का एक मझोले आकार का पेड़ ना,लिंबाच्या जातीचे एक झाड नागपु,244.91,2.86,56,1175,41,30,32,56,1
user9,65,65,विटामिन सी,कोश,"एक प्रकार का विटामिन जो नीबू, संतरा, आमला आ",ज्यात काही साठवले जाते अशी गोष्ट,204.93,3.33,58,601,71,43,55,57,0
user9,67,67,स्थावर,स्थिर,जो चल न सके या जिसमें गति न हो वनस्पतिया,हलवण्यास अशक्य असलेला घर ही स,243.87,3.05,63,599,52,26,44,62,1
user9,69,69,विनती,विनवणी,किसी से कुछ करने के लिए नम्रतापूर्वक कहने,एखाद्यास एखादी गोष्ट करण्यासाठी नम्रपणे,270.44,3.98,45,1442,66,36,33,44,1
user9,71,71,मित्र,वडा,प्रायः समान अवस्था का वह व्यक्ति जिससे स्,उकडलेल्या बटाट्याच्या सुक्या भाजीचे गोळ,231.68,3.73,56,532,37,49,49,55,0
user9,73,73,अपरिहार्य,अनिवार्य,"जिसे लेना,रखना या मानना बिलकुल आवश्यक हो",टाळता न येणारा प्रश्नपत्रिके,246.46,3.86,56,846,37,21,28,55,1
user9,75,75,क्रूरता,क्रूरपणा,"निर्दय होने की अवस्था, गुण या भाव सुरेश ",कठोर किंवा निष्ठुर असण्याची अवस्थआ किंव,249.29,2.57,73,653,93,34,45,72,1
user9,77,77,परसादी,प्रसाद,वह खाने या पीने की वस्तु जो देवता को चढ़ाई,देवाला चढवलेले खाण्यापिण्याचे पदार्थ,248.81,3.25,57,1084,81,32,38,56,1
user9,79,79,व्यावसायी,व्यापारी,व्यापार करने वाला व्यक्ति मोहन एक कुशल,व्यापार करणारी व्यक्ती रुपया,233.45,3.75,47,475,98,19,26,46,1
user9,81,81,निरुत्साही,अनुत्साही,जिसमें उत्साह या स्फूर्ति न हो निरुत्स,उत्साह किंवा स्फूर्ती नसलेला,249.53,3.04,72,766,36,27,43,71,1
user9,83,83,दिवसकर,दिवाकर,हमारे सौर जगत का वह सबसे बड़ा और ज्वलंत ता,दिवसाचा प्रकाश निर्माण करणारा आणि पृथ्व,220.86,2.38,91,650,53,47,64,90,1
user9,85,85,नाटकीयता,नाटकीपणा,नाटकीय होने की क्रिया या अवस्था जयश्री,नाटकी असण्याची क्रिया किंवा अवस्था,246.95,3.13,82,715,92,40,56,82,1
user9,87,87,बतिया,यष्टी,थोड़े दिनों का लगा हुआ कच्चा छोटा फल लौ,क्रिक्रेटच्या खेळात वापरल्या जाणाऱ्या,248.75,3.0,113,957,74,36,71,113,0
user9,89,89,सिपाहगिरी,शिपाईगिरी,सिपाही का काम श्याम सिपाहीगिरी करता है,शिपायाचे काम त्याचे काका लष्क,244.1,2.89,48,1021,48,16,19,48,1
user9,91,91,बिक्री,विक्रय,मूल्य लेकर किसी को कोई चीज़ देने की क्रिय,मोल घेऊन एखादी गोष्ट देण्याची क्रिया,222.07,4.73,44,468,107,30,28,44,1
user9,93,93,महानारायण,कोरडवाहू जमीन,एक उपनिषद्  महानारायण उपनिषद् अथर्व वे,विहिर किंवा पाटबंधार्याच्या पाण्याविरह,208.22,3.73,41,481,59,30,26,40,0
user9,95,95,किसमिस,खिसमिस,सुखाया हुआ छोटा बेदाना अंगूर माधविका क,द्राक्ष वाळवून तयार झालेला सुका मेवा,198.42,3.86,36,509,54,23,20,36,1
user9,97,97,निद्राग्रस्त,निद्राक्रांत,जिसे नींद आ रही हो या जिसकी आँखें नींद से भ,ज्याला झोप येत आहे असा सीता आप,222.42,2.86,59,649,60,36,35,58,1
user9,99,99,हौली,हिरण्यधनू,देशी शराब बनने या बिकने की जगह धनिया का ,एक पौराणिक निषाद एकलव्य हा हि,258.32,2.54,78,790,17,30,48,77,0
user9,101,101,आत्माभिमान,स्वाभिमान,अपनी प्रतिष्ठा या अभिमान महाराणा प्रत,स्वतःचा अभिमान प्रत्येक माणस,235.43,2.9,51,506,68,21,28,50,1
user9,103,103,पालतू पक्षी,क्षमावंत,वह पक्षी जो पाला जाता हो मुर्गा एक पालत,क्षमा करणारा क्षमावंत व्यक्त,245.09,4.17,33,580,65,21,21,32,0
user9,105,105,केशरी,केसरी,अंजना के पति और हनुमान के पिता केशरी सु,मारोतीचे वडील केसरी हा वानरां,262.0,3.81,57,654,58,22,36,57,1
user9,107,107,इच्छा,इच्छा,वह मनोवृत्ति जो किसी बात या वस्तु की प्रा,ज्यामुळे एखाद्या गोष्टीच्या प्राप्तिकड,238.55,4.48,33,427,74,39,25,32,1
user9,109,109,समस्तीपुर,भाषाप्रभू,भारत के बिहार राज्य का एक शहर समस्तीपुर,भाषेवर प्रभुत्व असणारा आज संम,221.55,3.17,44,803,28,26,24,43,0
user9,111,111,कोमलांगना,कोमलांगी,कोमल अंगोंवाली या जिसके अंग कोमल हों सड,जिचे अंग कोमल आहे अशी परिस्थि,232.6,2.74,65,611,73,32,36,64,1
user9,113,113,सीधे,सुरत,बिना मध्यस्थ के मैंने रुपयों के लिए सीध,भारतातील गुजरात राज्यातील एक जिल्हा,250.22,2.57,63,667,34,26,40,62,0
user9,115,115,जांबू,जांभूळ,एक सदाबहार पेड़ जिसके फल बैंगनी या काले ह,जांभळ्या रंगाची फळे येणारे सदाहरित झाड,235.37,3.15,70,543,4,30,49,70,1
user9,117,117,गँजेड़ी,अनुषंग,वह जो नशे के लिए प्रायः गाँजे का सेवन करता,एखाद्या गोष्टीपासून आपोआप दुसरी गोष्ट घ,271.69,3.17,77,1088,62,39,40,76,0
user9,119,119,टंकी,टाकी,किसी वाहन में बना वह पात्र जिसमें ईंधन आद,एखाद्या वाहनात इंधन इत्यादि भरलेले धातू,227.24,3.58,49,577,78,37,36,48,1
user9,121,121,मलझन,विसराळू,एक प्रकार की बेल मलझन को बागों में लगाय,विसरण्याचा स्वभाव असलेला राम,269.28,3.79,54,801,70,21,30,55,0
user9,123,123,तटवासी,तीरवासी,तट पर रहनेवाला बाढ़ के कारण अधिकाँश तटव,किनार्यावर किंवा तीरावर राहत असलेला,299.61,2.23,109,827,66,25,50,109,1
user9,125,125,तबदीली,बदली,अधिकारी या कार्यकर्ता का एक स्थान या विभा,दुसर्या ठिकाणी नेमणूक माझी रत,225.73,3.68,52,576,43,39,51,51,1
user9,127,127,सेंधमार,चिलीम,सेंध लगाकर चोरी करने वाला पहले ज़माने म,तंबाखूचा धूर ओढण्याची नळी असललेले माती क,255.32,2.49,93,1283,85,28,55,92,0
user9,129,129,गुप्तकालीन,ध्वजदंड,गुप्तकाल से संबंधित या गुप्तकाल का सार,झेंड्याची काठी ध्वजदंडावर झे,228.85,3.06,41,513,71,26,23,40,0
user9,131,131,अभिपूर्ण,परिपूर्ण,जो पूरी तरह से पूर्ण या भरा हुआ हो या जिसमे,पूर्णपणे भरलेला किंवा कसलीही कमतरता नसल,254.12,2.67,112,802,46,35,70,111,1
user9,133,133,चाल,चाळ,अनेक परिवारों के रहने के लिए बनाई गई आपस म,एकाच नमुन्याच्या घरांची पट्टी,231.1,3.93,49,508,27,41,34,48,1
user9,135,135,सुनाभ,अंगी,गरुड़ का एक पुत्र सुनाभ का वर्णन पुराणो,अनेक अवयव मिळून झालेला विशिष्ट पदार्थ,243.73,3.2,63,601,40,28,41,62,0
user9,137,137,मदनचतुर्दशी,स्वादुपिंड,चैत्र मास के शुक्ल पक्ष की चतुर्दशी कल ,पोटाच्या मागाच्या बाजूला असलेली ग्रंथी,256.82,3.28,38,1019,89,24,21,37,0
user9,139,139,दोस्ताना,दोस्तीचा,मित्रता से भरा हुआ या मित्र जैसा श्याम ,मैत्री असलेला किंवा मित्रासारखा,256.35,3.11,69,824,34,31,37,68,1
user9,141,141,विषम,कोक्राझार,जो दो से भाग देने पर पूरी पूरी न बँट सके सं,भारताच्या आसाम राज्यातील एक जिल्हा,226.76,2.65,67,449,82,34,37,66,0
user9,143,143,बध्य,वध्य,मार डालने योग्य मेरी दृष्टि में प्रत्य,मारून टाकण्यास योग्य असा प्रत,223.16,3.55,45,496,81,20,26,44,1
user9,145,145,दिग्भ्रमित,हस्ताक्षरतज्ञ,जो सही दिशा में नहीं जा रहा हो दिग्भ्रम,एखादे हस्तक्षर अभ्यासून ते एखाद्या विशि,268.5,2.72,84,999,77,39,48,84,0
user9,147,147,पाया,बडबड,"पलंग, चौकी, आदि में नीचे के वे छोटे खंभे जि",काहीतरी वेड्यासारखे असे निरर्थक भाषण,246.22,4.4,49,727,31,39,39,48,0
user9,149,149,राजसमन्द,मेंदी,कुंभलगढ़ के रास्ते पर स्थित एक विशाल झील ,ज्याच्या पाल्यात कात चुना घालून स्त्रिय,236.41,3.2,80,679,51,50,56,80,0
user9,151,151,लेह,आवळा,भारत के जम्मू और कश्मीर प्रांत का एक जिला,बाहेरून सहा उभ्या रेषा असलेले एक तुरट फळ,281.28,2.48,57,1052,24,34,40,57,0
user9,153,153,गुणग्राहक,गुणग्राही,गुणों या गुणियों का आदर करनेवाला व्यक्ति,गुणांची पारख करणारा तूच खरा म,259.67,3.19,48,805,82,28,24,47,1
user9,155,155,नागपुरी,पणत,एक प्रकार की भैंस जिसके सींग लंबे होते है,नातवाचा मुलगा माझा पणतू चार व,236.73,3.89,59,816,95,31,39,58,0
user9,157,157,चुनाव क्षेत्र,कपिंजल,वह स्थान या क्षेत्र जिसे अपना प्रतिनिधि च,एक ऋषी कपिंजलचे वर्णन पुराणां,237.77,3.38,52,644,50,31,30,52,0
user9,159,159,चुपचाप,गुपचूप,दूसरों की नजर बचाकर श्याम चुपचाप से आया,एखाद्याची हळूच नजर चूकवून मी ,260.16,2.59,74,802,22,26,41,73,1
user9,161,161,जल भंडारण,आझाद हिंद सेना,वह मानवकृति जहाँ जल का भंडारण या जल को इकट,राजा महेन्द्र प्रताप सिंह ह्यांनी एकोणत,219.7,3.63,83,479,54,58,64,83,0
user9,163,163,कृति,लाजाळू,"चित्र, ग्रंथ, वास्तु आदि के रूप में बनाई हु",थोड्या स्पर्शाने पाने मिटणारी वनस्पती,220.96,3.55,46,617,55,33,30,45,0
user9,165,165,मुरब्बा,मुरांबा,वह मिठाई जो फलों आदि को चीनी आदि की चाशनी म,साखरेच्या पाकात मुरवलेला आंबा इत्यादी,259.04,4.19,25,554,117,36,20,24,1
user9,167,167,अश्लीलता,बारामाशी,अश्लील होने की अवस्था या भाव अश्लीलता क,वर्षाच्या सगळ्या महिन्यांत येणारा किंवा,235.85,3.34,54,1035,85,31,35,53,0
user9,169,169,माया,चेटक्या,इंद्रवज्रा नामक वर्णवृत्त का एक उपभेद जो,"जादूटोणा,मंत्रतंत्र,करणी करणारा",273.48,2.74,82,1490,38,37,60,81,0
user9,171,171,अनामीज़,अनामी,अनाम से संबंधित या अनाम का  यह एक अनामीज,अनाम ह्या प्रांताचा वा ह्या प्रांताशी सं,227.63,3.25,49,512,68,25,35,48,1
user9,173,173,समद्विबाहु,200,जिसकी दो भुजाएँ समान हों  एक समद्विबाहु,शंभर आणि शंभर मागच्या वेळी दो,261.47,2.75,76,821,53,21,46,75,0
user9,175,175,कुकृत्य,अपकृत्य,बुरा कर्म या वह कर्म जिसे करना बुरा हो त,दुष्टपणाचे कृत्य सर्वांना आप,212.83,3.65,41,453,79,26,24,41,1
user9,177,177,ख़रीफ़,अहमदाबाद,आषाढ़ से अगहन तक में काटी जाने वाली फ़सल,गुजरात राज्यातील एक शहर अहमदा,238.77,5.07,31,562,24,31,23,30,0
user9,179,179,जीव मंडल,ग्रीनलँडिक,पृथ्वी की सतह और वातावरण का क्षेत्र संप,ग्रीनलँडिक भाषाचा वा त्याच्याशी संबंधित,224.57,2.91,68,592,71,35,43,67,0
user9,181,181,अनुमति,दामोदर,कोई काम करने से पहले उसके संबंध में बड़ों ,बिहार आणि पश्चिमबंगालातून वाहणारी गंगेच,245.03,3.29,95,1000,59,52,98,94,0
user9,183,183,विधेयक,सीमोल्लंघन,किसी विधान या क़ानून का वह पूर्व या प्रस्,सीमारेषेचे केलेले अतिक्रमण भ,218.5,3.18,54,491,32,46,44,53,0
user9,185,185,कसर,कसूर,किसी चीज या बात का ऐसा अभाव या कमी जिसकी पू,एखादी वस्तू किंवा गोष्टीतील अभाव किंवा क,233.98,3.32,94,692,101,47,78,94,1
user9,187,187,अन्वर्थ,अन्वर्थक,अर्थ के अनुकूल यह व्याख्या अन्वर्थ नही,अर्थाला अनुसरणारा ही व्याख्य,284.73,3.75,40,1214,57,16,23,39,1
user9,189,189,पंजर,पिंजरा,"लोहे, बाँस आदि की तीलियों का बना हुआ वह झाब","पंजर,पिंजरा,""  लोहे, बाँस आदि की तीलियों का ब"" ",215.89,3.14,71,615,25,64,58,70,1
user9,191,191,छाल,दिवस,"पेड़ों के धड़,शाखा आदि का ऊपरी आवरण किस",दिवसाच्या चोवीस तासातून काम करण्याची वे,237.63,2.98,63,585,54,33,41,62,0
user9,193,193,मिलान,मिलाफ,मिलने की क्रिया या भाव नाटक की समाप्ति ,एकत्र येण्याची क्रिया नाटकाच,208.83,4.37,36,550,64,27,23,36,1
user9,195,195,खिरनी,वाघनख,एक प्रकार का ऊँचा और छतनार सदाबहार वृक्ष,वाघाची नखे सोन्यात मढविलेला गळ्यात घाला,249.38,2.76,84,710,46,34,45,83,0
user9,197,197,विद्रूप,विद्रूप,जिसमें किसी प्रकार का विकार हो गया हो  अ,ज्यात विकार किंवा बिघाड झाला आहे असा,226.42,2.95,73,540,38,36,45,72,1
user9,199,199,भीम,व्यवस्था,युधिष्ठिर के छोटे भाई जो अर्जुन से बड़े थ,एखादे विशिष्ट काम करायला समर्थ अशा लोकां,231.51,3.42,75,846,14,30,43,74,0
user9,201,201,फुहारा,फवारा,वह मानवकृति जिसमें से ऊपरी दबाव के कारण ज,पाणी उंच उडवण्याचे साधन म्हैस,249.79,2.88,53,575,64,46,47,52,1
user9,203,203,उद्यमशील,उद्योगशील,जो प्रयत्न या कोशिश में लगा हुआ हो या प्रय,प्रयत्न करत राहणारा उद्योगशी,247.02,4.77,45,464,40,29,30,45,1
user9,205,205,बाँझ,प्रार्थना,स्त्री या मादा पशु जिसे संतान होती ही न ह,एखाद्यास एखादी गोष्ट करण्यासाठी नम्रपणे,247.94,3.02,62,621,92,38,39,61,0
user9,207,207,गौरक्षा,गोरक्षण,गाय की रक्षा करने का काम वे गोरक्षा को अ,गायीचे रक्षण करण्याचे काम ते ,249.47,3.13,43,528,104,26,25,42,1
user9,209,209,सब कुछ,राहू,"पूरा का पूरा काम, वस्तु आदि यानि जिसमें सब",नवग्रहातील आठवा ग्रह तुमच्या,250.48,2.76,83,722,48,38,54,82,0
user9,211,211,दूरी,लाल मनुका,दूर होने की अवस्था या भाव लड़ाई झगड़े क,लाल रंगाचा मनुका लाल मनुका पा,266.46,2.73,59,553,104,34,44,59,0
user9,213,213,शंकर ताल,चंदीगड,संगीत में एक ताल शंकर ताल में ग्यारह मा,भारताचे एक केंद्रशासित प्रदेश,265.82,3.06,62,747,69,23,34,61,0
user9,215,215,साक्षर,पीलू,जिसे अक्षरों को पढ़ना लिखना आता हो हमार,एका काटेरी झाडाचे फळ पीलू हे ल,231.03,3.57,60,637,73,35,45,59,0
user9,217,217,ग्रसित,ग्रस्त,पकड़ा हुआ रोग ग्रसित होते हुए भी वह इला,तावडीत सापडलेला बरीच वर्षे तो,281.07,3.55,29,1187,136,24,19,28,1
user9,219,219,जितना,जितका,जिस मात्रा या परिणाम का मैं आपसे जितना ,प्रमाणवाचक शब्द तुला जितक चाल,238.95,2.7,60,734,3,23,27,60,1
user9,221,221,ठिकाना,ठिकाण,निश्चित या निर्दिष्ट स्थान  घर में कोई ,निश्चित अथवा निर्देशित स्थान,259.61,3.64,46,998,27,26,29,46,1
user9,223,223,स्वादयुक्त,काच,जिसमें स्वाद हो या जो स्वाद से भरा हुआ हो,"वाळू, सोडा, पोटॅश, चुना, अल्युमिना, शिशाचे ",281.54,4.1,50,856,28,44,39,49,0
user9,225,225,लौंग,लवंग,एक झाड़ की कली जिसे सुखाकर मसाले और दवा के,लवंग नावाच्या झाडाच्या वाळविलेल्या कळ्य,228.8,3.42,46,502,69,48,34,45,1
user9,227,227,नीचा,बेल्जियमी,जिसके तल से उसके आसपास का तल ऊँचा हो या जो ,बेल्जियमी भाषेचा किंवा बेल्जियमी भाषेशी,282.67,3.47,69,1254,51,39,58,69,0
user9,229,229,सिंधव,सिंधी,"सिंध प्रदेश का या वहाँ के निवासी, भाषा, संस",सिंध प्रांताचा त्याला सिंधी भ,208.1,3.62,52,509,81,36,37,51,1
user9,231,231,कैलिफोर्निया,ग्रंथी,अमरीका का एक राज्य जो प्रशांत महासागर के ,"शीख गुरुद्वारांमधील संत, जो ग्रंथ साहेबम",249.56,2.42,68,601,96,41,40,67,0
user9,233,233,अनुपात,मार्गदर्शन,दो मात्राओं के सापेक्ष परिमाण एक और पाँ,मार्ग दाखवण्याची क्रिया शिक्,246.16,4.98,56,843,44,27,38,55,0
user9,235,235,पुत्ररहित,पुत्रहीन,जिसे पुत्र न हो पुरुष हमारा पुत्ररहित ,मुलगा नसलेला माझा पुत्रहीन शे,168.54,4.13,26,374,58,22,14,26,1
user9,237,237,भोजनालय,परिशीलन,वह स्थान जहाँ पका हुआ भोजन मिले हमनें श,"मनापासूनचा अभ्यास, जबर व्यासंग",278.47,2.67,90,778,36,24,52,89,0
user9,239,239,पश्चिम सिक्किम,गाभा,भारत के सिक्किम राज्य का एक जिला पश्चिम,"देवळाच्या आतील, ज्यात मूर्ती असते तो भाग",231.14,2.5,59,563,59,32,41,58,0
user9,241,241,बुर्ज,बुरूज,किले की दीवार में थोड़ी दूर पर त्रिकोणाका,"कोटाच्या तटबंदीत मजबुतीसाठी, बचावासाठी ",186.4,7.79,25,437,109,37,17,24,1
user9,243,243,आड़ा,आडवा,जो क्षितिज के समान अन्तर पर हो आड़ा रेख,जो क्षितीजाच्या सरळ पातळीवर असलेला,246.18,3.22,66,785,87,42,42,65,1
user9,245,245,रास,कारले,एक मात्रिक छंद रास के प्रत्येक चरण में ,"रास,कारले,""  एक मात्रिक छंद रास के प्रत्य"" ",248.29,3.57,118,1041,25,68,110,117,0
user9,247,247,इंध,इंधन,वे पदार्थ जिनके जलने से ऊर्जा प्राप्त होत,ज्या पदार्थाचा वापर करून ऊर्जा मिळवता ये,230.22,5.74,45,586,67,40,34,44,1
user9,249,249,पौर्णमासी,पौर्णिमा,"चान्द्र मास के शुक्ल पक्ष की अंतिम तिथि, ज",ज्या तिथीस चंद्रबिंब सोळाही कलांनी युक्,262.8,2.86,50,480,69,44,46,49,1
user9,251,251,अपमान,अवमान,वह बात या कार्य जिससे किसी का मान या प्रति,"एखाद्याचा मान, प्रतिष्ठा भंग करणारी गोष्",280.87,3.1,75,1283,62,36,46,75,1
user9,253,253,दोली,डोली,एक प्रकार की सवारी जो कहार कंधे पर लेकर चल,"अशक्त, आजारी, स्त्री, पुरुष, वृद्ध यांना ने",217.45,3.68,49,439,71,37,32,48,1
user9,255,255,कैप्सूल,अवतरण,एक प्रकार की दवा की गोली जिसमें एक सम्पुट ,अभियुक्त ग्रंथकारांच्या ग्रंथांतून आपल,258.55,3.31,110,1333,54,46,74,109,0
user9,257,257,गुल्लाला,मित्रराष्ट्र,एक प्रकार का लाल फूल पहले लोग गुल्लाला ,संकटसमयी मित्रभावाने एकमेकांना मदत देणा,272.86,3.64,51,813,89,29,35,50,0
user9,259,259,वैधानिक,तक्रार,संविधान या किसी संस्था के नियमों से संबंध,न्यायासाठी केलेली प्रार्थना ,234.94,2.5,67,616,53,32,42,67,0
user9,261,261,असह,वयोगट,"जो अपने उग्रता,कठोरता,अनौचित्य आदि के कार",साधारणतः समान वय असेलल्या लोकांचा समूह,232.93,3.4,74,781,82,36,47,74,0
user9,263,263,फेनदार,फेसयुक्त,जिसमें फेन या झाग हो  समुद्र में फेनदार ,फेस असलेला समुद्रात फेसयुक्त,275.61,3.49,31,920,124,21,20,30,1
user9,265,265,बिद्ध,विद्ध,"छिदा, भेदा या बेधा हुआ  शिकारी बिद्ध शिक",हल्ल्यात वेध घेतला गेल्याने घायाळ झालेल,280.74,2.53,98,1128,85,23,55,97,1
user9,267,267,बोहरा,पसंत,एक जाति  बोहरा जाति दक्षिण भारत में पाई ,एखाद्या विशेष गुणामुळे आवडणारी गोष्ट,247.76,3.46,41,618,119,28,29,40,0
user9,269,269,बपतिस्मा,कोटा,ईसाइयों का एक धर्म कार्य बपतिस्मा के द्,एक द्रविड भाषा दक्षिण भारतात ,278.97,2.67,70,924,79,31,42,70,0
user9,271,271,वानप्रस्थी,वानप्रस्थाश्रमी,जो वानप्रस्थ आश्रम में प्रवेश कर गया हो,वानप्रस्थाश्रमात प्रवेश केलेला,243.3,2.74,44,620,118,32,28,43,1
user9,273,273,सहल,सहज,जल्दी हो सकने वाला या जिसमें कठिनाई न हो,करण्यास किंवा होण्यास कठीण नसलेले,250.42,2.8,78,551,40,29,53,77,1
user9,275,275,अस्तुरा,वस्त्रा,बाल मूँड़ने का छुरा बाल बनाते समय नाई न,केस काढण्याचे एक शस्त्र गिर्ह,269.97,3.22,66,1385,95,30,41,66,1
user9,277,277,अभोक्ता,मादागास्कर,व्यवहार या काम में न लाने वाला ग्रामीण ,आफ्रिका खंडाच्या आग्नेयास असलेले लोकशाह,222.73,2.77,80,618,22,39,50,79,0
user9,279,279,अमान्यकरण,अधिसूचना,अमान्य करने की क्रिया या भाव फर्जी दस्त,अधिकृत सूचना मंत्रालयातून आल,232.21,3.93,39,489,65,25,23,38,0
